wikipedia_article,location
http://en.wikipedia.org/wiki/Aabybro,57.1499994 9.749997
http://en.wikipedia.org/wiki/Aabybro%20Municipality,57.1499994 9.749997
http://en.wikipedia.org/wiki/Aabyh%C3%B8j,56.156768 10.168656
http://en.wikipedia.org/wiki/Aach%20%28river%29,47.5499978 9.3833318
http://en.wikipedia.org/wiki/Aachen%20%28district%29,50.749997 6.249999
http://en.wikipedia.org/wiki/Aachen%20Cathedral,50.771496914 6.083999664
http://en.wikipedia.org/wiki/Aachen%20Hauptbahnhof,50.767635 6.091179
http://en.wikipedia.org/wiki/Aachen%20Prison,50.800496798 6.09249963
http://en.wikipedia.org/wiki/Aachtopf,47.841329968 8.854829914
http://en.wikipedia.org/wiki/Aadami,58.249999 26.8833298
http://en.wikipedia.org/wiki/Aadan%20Yabaal%20District,3.162456 45.153809
http://en.wikipedia.org/wiki/Aadityana,21.74139 69.69834
http://en.wikipedia.org/wiki/Aadma,58.7999968 22.666664
http://en.wikipedia.org/wiki/Aadorp,52.373831838 6.622997508
http://en.wikipedia.org/wiki/Aagaard%20Glacier,-66.7666636 -64.5166646
http://en.wikipedia.org/wiki/Aagaard%20Islands,-65.8499966 53.666664
http://en.wikipedia.org/wiki/Aagtekerke,51.5499978 3.5166646
http://en.wikipedia.org/wiki/Aaigem,50.8891 3.372
http://en.wikipedia.org/wiki/Aajuitsup%20Tasia,67.083333 -50.3916651
http://en.wikipedia.org/wiki/Aakaru,58.2666656 26.6499974
http://en.wikipedia.org/wiki/Aalborg,57.0499998 9.916663
http://en.wikipedia.org/wiki/Aalborg%20Air%20Base,57.0890063106 9.84282829534
http://en.wikipedia.org/wiki/Aalborg%20Airport,57.088999644 9.842829962
http://en.wikipedia.org/wiki/Aalborg%20Boldspilklub,57.039499842 10.01916659
http://en.wikipedia.org/wiki/Aalborg%20Cathedral%20School,57.0421798313 9.90680303944
http://en.wikipedia.org/wiki/Aalborg%20DH,57.01749993 9.95749617
http://en.wikipedia.org/wiki/Aalborg%20Historical%20Museum,57.0422164978 9.917329664
http://en.wikipedia.org/wiki/Aalborg%20Hospital,57.0360615224 9.90510137958
http://en.wikipedia.org/wiki/Aalborg%20Storcenter,57.0027933222 9.87123651504
http://en.wikipedia.org/wiki/Aalborg%20T%C3%A5rnet,57.038166514 9.902996388
http://en.wikipedia.org/wiki/Aalborg%20University,57.015 9.985
http://en.wikipedia.org/wiki/Aalborg%20Zoo,57.0368 9.8982
http://en.wikipedia.org/wiki/Aalborghus%20Castle,57.042999828 9.921162982
http://en.wikipedia.org/wiki/Aalborghus%20Gymnasium,57.0221349115 9.93901457726
http://en.wikipedia.org/wiki/Aalburg,51.749997 5.1333328
http://en.wikipedia.org/wiki/Aalb%C3%A6k%20station,57.5889009777 10.4049467135
http://en.wikipedia.org/wiki/Aalden,52.7666636 6.7166638
http://en.wikipedia.org/wiki/Aaldonk,51.7166638 6.0
http://en.wikipedia.org/wiki/Aalen,48.850329932 10.090666304
http://en.wikipedia.org/wiki/Aalestrup,56.6999972 9.499998
http://en.wikipedia.org/wiki/Aalestrup%20Municipality,56.6999972 9.499998
http://en.wikipedia.org/wiki/Aaliwala,29.934496262 70.670997316
http://en.wikipedia.org/wiki/Aalkistensee,48.989329376 8.756163642
http://en.wikipedia.org/wiki/Aalsmeer%20Flower%20Auction,52.254498982 4.785330192
http://en.wikipedia.org/wiki/Aalsmeerderbrug,52.2666656 4.749997
http://en.wikipedia.org/wiki/Aalst%2C%20North%20Brabant,51.391165102 5.472664776
http://en.wikipedia.org/wiki/Aalsum%20%28Groningen%29,53.304498782 6.36833186
http://en.wikipedia.org/wiki/Aalsum%2C%20Friesland,53.336331988 6.002666656
http://en.wikipedia.org/wiki/Aalten,51.9333296 6.583331
http://en.wikipedia.org/wiki/Aalto%20Theatre,51.441498234 7.007666636
http://en.wikipedia.org/wiki/Aalto%20University,60.184832594 24.82333004
http://en.wikipedia.org/wiki/Aalto%20University%20Library%2C%20Otaniemi,60.18416593 24.82333004
http://en.wikipedia.org/wiki/Aalto%20University%20School%20of%20Art%20and%20Design,60.205665844 24.972829442
http://en.wikipedia.org/wiki/Aalto%20University%20School%20of%20Economics,60.169832654 24.920329652
http://en.wikipedia.org/wiki/Aalto%20University%20School%20of%20Science%20and%20Technology,60.184832594 24.82333004
http://en.wikipedia.org/wiki/Aalto-Hochhaus,53.0816666667 8.89333333333
http://en.wikipedia.org/wiki/Aam,51.916663 5.8666632
http://en.wikipedia.org/wiki/Aambaliyasan,23.44615 72.42292
http://en.wikipedia.org/wiki/Aamjiwnaang%20First%20Nation,42.925792 -82.402825
http://en.wikipedia.org/wiki/Aammiq%20Wetland,33.7255220979 35.7867201864
http://en.wikipedia.org/wiki/Aamse,58.9333296 23.7166638
http://en.wikipedia.org/wiki/Aan%20River,-46.2333324 166.9833294
http://en.wikipedia.org/wiki/Aan%20de%20Zuwe,52.166666 4.8999964
http://en.wikipedia.org/wiki/Aana,33.6999972 35.749997
http://en.wikipedia.org/wiki/Aandu,59.1499994 24.7166638
http://en.wikipedia.org/wiki/Aantaliya,20.75089 72.98625
http://en.wikipedia.org/wiki/Aapaj%C3%A4rvi,66.072666376 24.157999368
http://en.wikipedia.org/wiki/Aappilattoq%20Heliport%20%28Kujalleq%29,60.475664764 -44.285332192
http://en.wikipedia.org/wiki/Aappilattoq%20Heliport%20%28Qaasuitsup%29,72.885496458 -55.590997636
http://en.wikipedia.org/wiki/Aappilattoq%20Island%20%28Tasiusaq%20Bay%29,73.45499818 -55.8999964
http://en.wikipedia.org/wiki/Aappilattoq%20Island%20%28Upernavik%20Icefjord%29,72.8499966 -55.4499982
http://en.wikipedia.org/wiki/Aappilattoq%2C%20Qaasuitsup,71.83333 -56.0
http://en.wikipedia.org/wiki/Aapravasi%20Ghat,-20.155166046 57.501831326
http://en.wikipedia.org/wiki/Aapua,66.8499966 23.5333312
http://en.wikipedia.org/wiki/Aar,47.5999976 8.2166658
http://en.wikipedia.org/wiki/Aar%20%28Lahn%29,50.367831862 8.00333332
http://en.wikipedia.org/wiki/Aar%20Glaciers,46.5694 8.19167
http://en.wikipedia.org/wiki/Aaragah,13.959662828 46.125499498
http://en.wikipedia.org/wiki/Aarani%2C%20Tamil%20Nadu,12.67 79.28
http://en.wikipedia.org/wiki/Aarau%20District,47.3833318 8.0333332
http://en.wikipedia.org/wiki/Aarberg%20District,47.0333 7.26667
http://en.wikipedia.org/wiki/Aarbergergasse,46.9432495603 7.43919657654
http://en.wikipedia.org/wiki/Aarburg%20Castle,47.3196487214 7.9005630644
http://en.wikipedia.org/wiki/Aardenburg,51.2833322 3.4499982
http://en.wikipedia.org/wiki/Aardla,58.3166654 26.7833302
http://en.wikipedia.org/wiki/Aarey%20Milk%20Colony,19.148493 72.881756
http://en.wikipedia.org/wiki/Aarhus,56.1572 10.2107
http://en.wikipedia.org/wiki/Aarhus%20Airport,56.2999988 10.617997528
http://en.wikipedia.org/wiki/Aarhus%20Botanical%20Gardens,56.156332708 10.187832582
http://en.wikipedia.org/wiki/Aarhus%20Cathedral,56.15416605 10.206332508
http://en.wikipedia.org/wiki/Aarhus%20City%20Hall,56.151832726 10.201999192
http://en.wikipedia.org/wiki/Aarhus%20Festuge,56.151999392 10.200499198
http://en.wikipedia.org/wiki/Aarhus%20Historic%20Shipwreck,-27.0023849905 153.437984915
http://en.wikipedia.org/wiki/Aarhus%20Municipality,56.1667 10.25
http://en.wikipedia.org/wiki/Aarhus%20School%20of%20Architecture,56.15666604 10.20749917
http://en.wikipedia.org/wiki/Aarhus%20School%20of%20Business,56.157166038 10.175665964
http://en.wikipedia.org/wiki/Aarhus%20Theatre,56.153499386 10.206499174
http://en.wikipedia.org/wiki/Aarhus%20University,56.166666 10.1999992
http://en.wikipedia.org/wiki/Aarhus%20University%2C%20Institute%20of%20Business%20and%20Technology,56.124332836 9.023166574
http://en.wikipedia.org/wiki/Aarlanderveen,52.1333328 4.7333304
http://en.wikipedia.org/wiki/Aarle-Rixtel,51.505331312 5.635997456
http://en.wikipedia.org/wiki/Aarna,58.0666664 26.9666628
http://en.wikipedia.org/wiki/Aaron%20Arm%2C%20Newfoundland%20and%20Labrador,47.6166642 -57.6333308
http://en.wikipedia.org/wiki/Aaron%20Cove%2C%20Newfoundland%20and%20Labrador,52.441831566 -55.70749717
http://en.wikipedia.org/wiki/Aaron%20Davis%20Hall,40.817163398 -73.95082953
http://en.wikipedia.org/wiki/Aaron%20Glacier,-85.1333328 -90.666664
http://en.wikipedia.org/wiki/Aaron%20Island%20%28Alaska%29,58.435998256 -134.81833006
http://en.wikipedia.org/wiki/Aaron%20Island%2C%20Newfoundland%20and%20Labrador,47.5999976 -57.6499974
http://en.wikipedia.org/wiki/Aaron%20River%20Reservoir,42.20416585 -70.822830042
http://en.wikipedia.org/wiki/Aaron%27s%20Amphitheatre%20at%20Lakewood,33.704184 -84.396018
http://en.wikipedia.org/wiki/Aaronsburg%2C%20Pennsylvania,40.900946 -77.453383
http://en.wikipedia.org/wiki/Aars,56.7999968 9.5333312
http://en.wikipedia.org/wiki/Aarsdale,55.103499586 15.13999944
http://en.wikipedia.org/wiki/Aarsele,51.0 3.416665
http://en.wikipedia.org/wiki/Aarup,55.3666652 10.0333332
http://en.wikipedia.org/wiki/Aarwangen%20District,47.2333 7.76667
http://en.wikipedia.org/wiki/Aar%C3%B8sund,55.254332316 9.70416385
http://en.wikipedia.org/wiki/Aas%2C%20Pyr%C3%A9n%C3%A9es-Atlantiques,42.9833294 -0.3999984
http://en.wikipedia.org/wiki/Aasa,58.6833306 24.499998
http://en.wikipedia.org/wiki/Aasee%20%28Bocholt%29,51.824496702 6.634664128
http://en.wikipedia.org/wiki/Aasee%20%28M%C3%BCnster%29,51.942996228 7.6021059249
http://en.wikipedia.org/wiki/Aasgard%20Pass,47.474831434 -120.818996724
http://en.wikipedia.org/wiki/Aasiaat%20Airport,68.719830454 -52.78416353
http://en.wikipedia.org/wiki/Aaspere,59.416665 26.1166662
http://en.wikipedia.org/wiki/Aastej%C3%A4rv,58.503664652 21.924662968
http://en.wikipedia.org/wiki/Aasu%2C%20Estonia,59.416665 26.333332
http://en.wikipedia.org/wiki/Aasumetsa,59.499998 25.83333
http://en.wikipedia.org/wiki/Aavahelukka%20Airfield,67.602164258 23.969662788
http://en.wikipedia.org/wiki/Aaviku%2C%20Harju%20County,59.338831978 24.906163042
http://en.wikipedia.org/wiki/Aavin,13.15166606 80.23999904
http://en.wikipedia.org/wiki/Aavoja,59.3359603228 25.3417986328
http://en.wikipedia.org/wiki/Aawangen,47.5070879716 8.89310976088
http://en.wikipedia.org/wiki/Aazhigudi,8.68833058 77.83333
http://en.wikipedia.org/wiki/Ab%20Band%20District,32.983 67.967
http://en.wikipedia.org/wiki/Ab%20Kamari%20District,35.0833 63.05
http://en.wikipedia.org/wiki/Ab%20Khuda%27i,35.271 63.683
http://en.wikipedia.org/wiki/Ab%20Pakhsh,37.1499994 53.416665
http://en.wikipedia.org/wiki/Ab-Kol,36.22 68.5
http://en.wikipedia.org/wiki/Aba%20Island,13.333332 32.6166642
http://en.wikipedia.org/wiki/Aba%20Khel%2C%20FATA,33.191165902 70.372998508
http://en.wikipedia.org/wiki/Aba%20North,5.333332 7.3166654
http://en.wikipedia.org/wiki/Aba%20River%20%28Nigeria%29,4.8166634 7.4833314
http://en.wikipedia.org/wiki/Aba%20Segud%20Airport,7.659664028 36.81749673
http://en.wikipedia.org/wiki/Aba%20Tenna%20Dejazmach%20Yilma%20International%20Airport,9.62083085 41.85249659
http://en.wikipedia.org/wiki/Aba%2C%20Abia,5.1166662 7.3666652
http://en.wikipedia.org/wiki/Aba%2C%20Democratic%20Republic%20of%20the%20Congo,3.8666632 30.2333324
http://en.wikipedia.org/wiki/Aba%2C%20Sichuan,32.8999964 101.6999972
http://en.wikipedia.org/wiki/Abaarey,7.09 47.4939
http://en.wikipedia.org/wiki/Ababuj,40.5499978 -0.7999968
http://en.wikipedia.org/wiki/Abaco%20Islands,26.4666648 -77.083333
http://en.wikipedia.org/wiki/Abad%20Nucleus%20Mall,9.936996252 76.325332032
http://en.wikipedia.org/wiki/Abad%20Santos%20LRT%20Station,14.6250491665 120.975501098
http://en.wikipedia.org/wiki/Abadan%20Airport,30.369331856 48.223665772
http://en.wikipedia.org/wiki/Abadan%20Island,30.083333 48.5333312
http://en.wikipedia.org/wiki/Abadan%2C%20Turkmenistan,38.050999796 58.205999176
http://en.wikipedia.org/wiki/Abade%20de%20Neiva,41.557664436 -8.650664064
http://en.wikipedia.org/wiki/Abades,40.916 -4.266
http://en.wikipedia.org/wiki/Abadia%20de%20Goi%C3%A1s,-16.758663632 -49.435498258
http://en.wikipedia.org/wiki/Abadia%20dos%20Dourados,-18.485164726 -47.401998392
http://en.wikipedia.org/wiki/Abadi%C3%A2nia,-16.0999996 -48.7999968
http://en.wikipedia.org/wiki/Abadi%C3%B1o,43.1499994 -2.606164242
http://en.wikipedia.org/wiki/Abadla,31.0166666 -2.7333304
http://en.wikipedia.org/wiki/Abad%C3%ADa,40.2601 -5.977
http://en.wikipedia.org/wiki/Abad%C3%ADn,43.3666652 -7.4833314
http://en.wikipedia.org/wiki/Abae,38.635330792 22.890496438
http://en.wikipedia.org/wiki/Abaetetuba%2C%20Brazil,-1.6999972 -48.8999964
http://en.wikipedia.org/wiki/Abaet%C3%A9,-19.15499938 -45.451331528
http://en.wikipedia.org/wiki/Abaet%C3%A9%20River,-18.03583319 -45.185665924
http://en.wikipedia.org/wiki/Abag%20Banner,43.5565 115.345
http://en.wikipedia.org/wiki/Abaga%20Falls,8.151332728 124.217665796
http://en.wikipedia.org/wiki/Abagadasset%20River,44.00583331 -69.850996596
http://en.wikipedia.org/wiki/Abagaitu%20Islet,49.55857 117.898364
http://en.wikipedia.org/wiki/Abagana,6.1833326 6.9833294
http://en.wikipedia.org/wiki/Abaiang,2.0 173.0
http://en.wikipedia.org/wiki/Abaiang%20Atoll%20Airport,1.791163502 173.03749985
http://en.wikipedia.org/wiki/Abaiara,-7.3499986 -39.0499998
http://en.wikipedia.org/wiki/Abaja%2C%20J%C3%A4rva%20County,58.916663 25.9499962
http://en.wikipedia.org/wiki/Abajas,42.620664184 -3.567331064
http://en.wikipedia.org/wiki/Abak%2C%20FATA,32.568164394 69.837996648
http://en.wikipedia.org/wiki/Abakaliki,6.333332 8.0999996
http://en.wikipedia.org/wiki/Abakan%20International%20Airport,53.749997 91.3999984
http://en.wikipedia.org/wiki/Abakan%20Range,53.7999968 89.2666656
http://en.wikipedia.org/wiki/Abakan%20River,53.7306384618 91.5085601807
http://en.wikipedia.org/wiki/Abakolawewa,6.1833326 80.7999968
http://en.wikipedia.org/wiki/Abala%20%28woreda%29,13.499998 40.0
http://en.wikipedia.org/wiki/Abala%2C%20Ethiopia,13.3666652 39.749997
http://en.wikipedia.org/wiki/Abala%2C%20Imo,5.4333316 7.08833298
http://en.wikipedia.org/wiki/Abala%2C%20Niger,14.935496258 3.433498266
http://en.wikipedia.org/wiki/Abalak,15.4499982 6.2833322
http://en.wikipedia.org/wiki/Abalak%20Department,15.451331528 6.273665572
http://en.wikipedia.org/wiki/Abalama,4.757830302 6.83749665
http://en.wikipedia.org/wiki/Aballava,54.920496318 -3.050499798
http://en.wikipedia.org/wiki/Abaltzisketa,43.09666 -2.08972
http://en.wikipedia.org/wiki/Abamia,43.333333 -5.05
http://en.wikipedia.org/wiki/Aban%20River,56.815 95.782
http://en.wikipedia.org/wiki/Abana%2C%20Kastamonu,41.972162778 34.006833306
http://en.wikipedia.org/wiki/Abancay,-13.6333308 -72.8833298
http://en.wikipedia.org/wiki/Abando,43.256832306 -2.922996308
http://en.wikipedia.org/wiki/Abandoned%20Pennsylvania%20Turnpike,40.0366631867 -78.1730543078
http://en.wikipedia.org/wiki/Abangares,10.26087 -84.96964
http://en.wikipedia.org/wiki/Abanilla,38.1999992 -1.0499998
http://en.wikipedia.org/wiki/Abano%20Pass,42.273665572 45.505164646
http://en.wikipedia.org/wiki/Abanotubani,41.685997256 44.80666344
http://en.wikipedia.org/wiki/Abanoz%2C%20Mersin,36.3166654 32.9333296
http://en.wikipedia.org/wiki/Abant%20Izzet%20Baysal%20University,40.7142 31.5128
http://en.wikipedia.org/wiki/Abanto,41.1333328 -1.6999972
http://en.wikipedia.org/wiki/Abaokoro,1.490625 173.02557
http://en.wikipedia.org/wiki/Abap%C3%B3,-18.83333 -63.4666648
http://en.wikipedia.org/wiki/Abarca%20de%20Campos,42.0499998 -4.83333
http://en.wikipedia.org/wiki/Abarca%2C%20Talca,-35.2185574591 -71.8403849718
http://en.wikipedia.org/wiki/Abarim,31.7539 35.7152
http://en.wikipedia.org/wiki/Abarkuh,31.123999504 53.276165562
http://en.wikipedia.org/wiki/Abary,6.5499978 -57.749997
http://en.wikipedia.org/wiki/Abary%20River,6.5499978 -57.7333304
http://en.wikipedia.org/wiki/Abar%C3%A1n,38.1999992 -1.3999984
http://en.wikipedia.org/wiki/Abar%C3%A9,-8.7166638 -39.1166662
http://en.wikipedia.org/wiki/Abasall%C4%B1,39.4333316 49.083333
http://en.wikipedia.org/wiki/Abashiri%20Station,44.0186115922 144.252333991
http://en.wikipedia.org/wiki/Abashiri%20Subprefecture,44.026559 144.260889
http://en.wikipedia.org/wiki/Abasingammedda,7.3166654 80.666664
http://en.wikipedia.org/wiki/Abaskun,37.0166666 54.0
http://en.wikipedia.org/wiki/Abask%C9%99nd,41.308665432 46.9499962
http://en.wikipedia.org/wiki/Abasolo%20Municipality%2C%20Tamaulipas,24.0499998 -98.3666652
http://en.wikipedia.org/wiki/Abasolo%2C%20Durango,25.2999988 -104.666664
http://en.wikipedia.org/wiki/Abasolo%2C%20Guanajuato,20.45 -101.517
http://en.wikipedia.org/wiki/Abasolo%2C%20Nuevo%20Le%C3%B3n,25.9499962 -100.3999984
http://en.wikipedia.org/wiki/Abasto%20de%20Buenos%20Aires,-34.602164258 -58.406498374
http://en.wikipedia.org/wiki/Abas%C3%A1r,47.801418461 20.004499982
http://en.wikipedia.org/wiki/Abatai%2C%20Rennell%20Island,-11.6882539136 160.304637115
http://en.wikipedia.org/wiki/Abatao,1.40034339862 173.11757453
http://en.wikipedia.org/wiki/Abati%C3%A1,-23.3166654 -50.2999988
http://en.wikipedia.org/wiki/Abatxolo%20Station,43.308498766 -3.0083333
http://en.wikipedia.org/wiki/Abau%20Airport,-10.166666 148.6999972
http://en.wikipedia.org/wiki/Abaurregaina/Abaurrea%20Alta,42.8999964 -1.1999992
http://en.wikipedia.org/wiki/Abaurrepea/Abaurrea%20Baja,42.90000001 -1.20000001
http://en.wikipedia.org/wiki/Abava%20River,57.0999996 21.8999964
http://en.wikipedia.org/wiki/Abava%20Valley,57 24
http://en.wikipedia.org/wiki/Abay%20Chomen,9.666664 37.333332
http://en.wikipedia.org/wiki/Abay%20Opera%20House,43.249 76.9458
http://en.wikipedia.org/wiki/Abaza%20%28town%29,52.642164098 90.070999716
http://en.wikipedia.org/wiki/Abazai,34.317832062 71.58916431
http://en.wikipedia.org/wiki/Aba%C3%ADra,-13.2833322 -41.6999972
http://en.wikipedia.org/wiki/Abba%20Garima%20Monastery,14.156999372 38.95166286
http://en.wikipedia.org/wiki/Abba%20Khel%20%28town%29,32.441498234 70.967662796
http://en.wikipedia.org/wiki/Abba%20River,-33.650997396 115.45666484
http://en.wikipedia.org/wiki/Abba%27s%20Airport,45.1015682604 -123.418229494
http://en.wikipedia.org/wiki/Abbadia%20Alpina,44.8833298 7.302665456
http://en.wikipedia.org/wiki/Abbah%20Qu%C5%9F%C5%ABr,35.940162906 8.826163362
http://en.wikipedia.org/wiki/Abbas%20Abad,33.7999968 47.6166642
http://en.wikipedia.org/wiki/Abbas%20El-Akkad%20Experimental%20Language%20School,30.059499762 31.324665368
http://en.wikipedia.org/wiki/Abbas%20Hall,53.092166298 -3.553831118
http://en.wikipedia.org/wiki/Abbas%20Khel%20Raghzai,32.367665196 69.785663524
http://en.wikipedia.org/wiki/Abbasbeyli,39.9499962 48.3666652
http://en.wikipedia.org/wiki/Abbasb%C9%99yli,41.076166362 45.189332576
http://en.wikipedia.org/wiki/Abbasi%20Hotel,32.65083073 51.668997324
http://en.wikipedia.org/wiki/Abbasi%20Shaheed%20Hospital,24.916663 67.0333332
http://en.wikipedia.org/wiki/Abbasian%20House,33.975556 51.439722
http://en.wikipedia.org/wiki/Abbasiyyin%20Stadium,33.5203379186 36.3187620583
http://en.wikipedia.org/wiki/Abbasqulular%2C%20Tovuz,40.6833306 45.5666644
http://en.wikipedia.org/wiki/Abbate%20Point%2C%20Newfoundland%20and%20Labrador,59.22 -63.385
http://en.wikipedia.org/wiki/Abbatia%20Lubensis%20abbey,51.262 16.469
http://en.wikipedia.org/wiki/Abbaye%20Airport,16.63331 -14.2
http://en.wikipedia.org/wiki/Abbaye%20Saint-Mathieu%20de%20Fine-Terre,48.324665368 -4.769496922
http://en.wikipedia.org/wiki/Abbaye%20aux%20Dames,49.185165926 -0.35166526
http://en.wikipedia.org/wiki/Abbaye-aux-Hommes,49.175665964 -0.370331852
http://en.wikipedia.org/wiki/Abbazia%20della%20Misericordia,45.4396565747 12.3344303289
http://en.wikipedia.org/wiki/Abbe%20Creek%20School,41.94218 -91.45126
http://en.wikipedia.org/wiki/Abbediengen%20%28station%29,59.924592 10.664806
http://en.wikipedia.org/wiki/Abbedisso,60.535997856 5.009666628
http://en.wikipedia.org/wiki/Abbegea,53.017666596 5.56916439
http://en.wikipedia.org/wiki/Abbenes,52.2333324 4.5999976
http://en.wikipedia.org/wiki/Abberley%20Hall,52.290665504 -2.371998512
http://en.wikipedia.org/wiki/Abberton%20Hall,52.173832638 -2.005666644
http://en.wikipedia.org/wiki/Abberton%20Reservoir,51.81999672 0.85999656
http://en.wikipedia.org/wiki/Abbess%20Grange,51.13416613 -1.467831462
http://en.wikipedia.org/wiki/Abbesses%20%28Paris%20M%C3%A9tro%29,48.884849 2.338688
http://en.wikipedia.org/wiki/Abbeville%20Chris%20Crusta%20Memorial%20Airport,29.972162778 -92.083832998
http://en.wikipedia.org/wiki/Abbeville%20Christian%20Academy,31.572831042 -85.256498974
http://en.wikipedia.org/wiki/Abbeville%20County%20Courthouse,34.1778 -82.3782
http://en.wikipedia.org/wiki/Abbeville%20County%2C%20South%20Carolina,34.23 -82.45
http://en.wikipedia.org/wiki/Abbeville%20High%20School%20%28South%20Carolina%29,34.18583259 -82.371498514
http://en.wikipedia.org/wiki/Abbeville%20Municipal%20Airport,31.600164266 -85.236165722
http://en.wikipedia.org/wiki/Abbeville%20Opera%20House,34.1776 -82.3781
http://en.wikipedia.org/wiki/Abbeville%20%E2%80%93%20Buigny-Saint-Maclou%20Aerodrome,50.13916611 1.826163362
http://en.wikipedia.org/wiki/Abbeville%2C%20Alabama,31.559831094 -85.25083233
http://en.wikipedia.org/wiki/Abbeville%2C%20Dublin,53.42712 -6.184386
http://en.wikipedia.org/wiki/Abbeville%2C%20Georgia,31.98832938 -83.304498782
http://en.wikipedia.org/wiki/Abbeville%2C%20Louisiana,29.970162786 -92.12416617
http://en.wikipedia.org/wiki/Abbeville%2C%20Mississippi,34.502664656 -89.500497998
http://en.wikipedia.org/wiki/Abbeville%2C%20South%20Carolina,34.173832638 -82.37416517
http://en.wikipedia.org/wiki/Abbey%20%281853%29,-31.84 152.76
http://en.wikipedia.org/wiki/Abbey%20%28Barking%20and%20Dagenham%20ward%29,51.538 0.079
http://en.wikipedia.org/wiki/Abbey%20Christian%20Brothers%27%20Grammar%20School,54.172 -6.332
http://en.wikipedia.org/wiki/Abbey%20Christian%20School,51.533 -0.178
http://en.wikipedia.org/wiki/Abbey%20Church%20of%20Saint-Savin-sur-Gartempe,46.558497766 0.859663228
http://en.wikipedia.org/wiki/Abbey%20Church%20of%20St.%20Anna%20%28Lehel%2C%20Munich%29,48.137332784 11.584830994
http://en.wikipedia.org/wiki/Abbey%20Colleges,52.4852 -1.9045
http://en.wikipedia.org/wiki/Abbey%20Craig,56.1382 -3.91815
http://en.wikipedia.org/wiki/Abbey%20Creek,51.52854 -0.0004
http://en.wikipedia.org/wiki/Abbey%20Cwmhir%20Hall,52.3313 -3.3886
http://en.wikipedia.org/wiki/Abbey%20Dore,51.96957 -2.89517
http://en.wikipedia.org/wiki/Abbey%20Dore%20Court,51.972697 -2.893398
http://en.wikipedia.org/wiki/Abbey%20Falls,12.4553981784 75.718413793
http://en.wikipedia.org/wiki/Abbey%20Foregate%20railway%20station,52.7095 -2.741
http://en.wikipedia.org/wiki/Abbey%20Gate%20College,53.15157 -2.833571
http://en.wikipedia.org/wiki/Abbey%20Green%20ward,53.042 -2.135
http://en.wikipedia.org/wiki/Abbey%20Head,54.77 -3.96
http://en.wikipedia.org/wiki/Abbey%20Hey%20F.C.,53.4528631885 -2.16675599964
http://en.wikipedia.org/wiki/Abbey%20House%20Gardens,51.5849 -2.0974
http://en.wikipedia.org/wiki/Abbey%20House%20Museum,53.81999672 -1.60416425
http://en.wikipedia.org/wiki/Abbey%20House%2C%20Barrow-in-Furness,54.136499454 -3.200165866
http://en.wikipedia.org/wiki/Abbey%20House%2C%20Cirencester,51.717663796 -1.967329464
http://en.wikipedia.org/wiki/Abbey%20Junction%20railway%20station,54.8514632608 -3.2737989048
http://en.wikipedia.org/wiki/Abbey%20Lawn,52.766826 -0.372786
http://en.wikipedia.org/wiki/Abbey%20Light%20Railway,53.809830094 -1.602664256
http://en.wikipedia.org/wiki/Abbey%20Line,51.704 -0.361
http://en.wikipedia.org/wiki/Abbey%20Lounge,42.371331848 -71.100999596
http://en.wikipedia.org/wiki/Abbey%20Mills%20Pumping%20Stations,51.5307 -0.000835
http://en.wikipedia.org/wiki/Abbey%20Nunatak,-85.6166642 -134.7166638
http://en.wikipedia.org/wiki/Abbey%20Park%20High%20School,43.43499826 -79.73499706
http://en.wikipedia.org/wiki/Abbey%20Park%2C%20Leicester,52.647 -1.136
http://en.wikipedia.org/wiki/Abbey%20Park%2C%20Nottinghamshire,52.922996308 -1.107332904
http://en.wikipedia.org/wiki/Abbey%20Pumping%20Station,52.652997388 -1.1249995
http://en.wikipedia.org/wiki/Abbey%20River,51.388998444 -0.48666472
http://en.wikipedia.org/wiki/Abbey%20Road%20%28Barrow%29,54.11325 -3.23291
http://en.wikipedia.org/wiki/Abbey%20Road%20%28street%29,51.5265478938 -0.1737659716
http://en.wikipedia.org/wiki/Abbey%20Road%20Studios,51.5258195634 -0.17367763862
http://en.wikipedia.org/wiki/Abbey%20St%20Bathans,55.852 -2.386
http://en.wikipedia.org/wiki/Abbey%20Stadium,52.21136 0.153
http://en.wikipedia.org/wiki/Abbey%20Street,53.342165298 -6.257332304
http://en.wikipedia.org/wiki/Abbey%20Theatre,53.342331964 -6.254332316
http://en.wikipedia.org/wiki/Abbey%20Town%20railway%20station,54.8408966364 -3.2857821902
http://en.wikipedia.org/wiki/Abbey%20Village%20Reservoir,53.702663856 -2.538164514
http://en.wikipedia.org/wiki/Abbey%20Vocational%20School,54.6424640968 -8.10783623532
http://en.wikipedia.org/wiki/Abbey%20Yard,54.95 -3.98
http://en.wikipedia.org/wiki/Abbey%20and%20West%20Dereham%20railway%20station,52.57035 0.4435
http://en.wikipedia.org/wiki/Abbey%20church%20in%20Czerwi%C5%84sk%20nad%20Wis%C5%82%C4%85,52.3999984 20.3166654
http://en.wikipedia.org/wiki/Abbey%20library%20of%20Saint%20Gall,47.4228 9.3764
http://en.wikipedia.org/wiki/Abbey%20of%20Deer%20Platform%20railway%20station,57.52705 -2.02022
http://en.wikipedia.org/wiki/Abbey%20of%20Echternach,49.8083301 6.420164986
http://en.wikipedia.org/wiki/Abbey%20of%20Fontenay,47.637830782 4.387165118
